,activity,person_id,x_max,x_min,x_mean,y_max,y_min,y_mean,z_max,z_min,z_mean,n_max,n_min,n_mean
0,2.0,33,6.2789803,-8.430995,0.010896254499999957,19.57244,-5.706926,8.84982101,9.425281,-10.18802,1.0698783920000003,457.7319430417442,5.517553867779399,177.217971835235
1,2.0,33,7.668256,-8.662541,0.3023717360000001,19.57244,-3.2961242,8.804192895,13.525005,-4.630918,3.2300655039999997,438.201769848237,8.157602059260789,178.10830147350458
2,2.0,33,11.604536,-7.8861814,-0.572054637,19.57244,-5.243834,7.957007199999998,13.824653,-7.8861814,2.563349394,472.8908240899149,1.2171565981582282,172.1116838908779
3,2.0,33,9.384419,-7.6546354,-0.07150687179999995,19.57244,-7.6546354,8.722470725,8.471856,-6.428804,1.6902851165000001,438.63234890563234,2.7713915708661006,182.61044229588418
4,2.0,33,7.5865335,-5.175732,0.042904122000000024,19.57244,-8.267551,8.576051915,14.2877445,-7.3549876,2.759482402,449.13169131254165,8.11029559227338,185.80225130840904
5,2.0,33,4.7535014,-5.134871,-1.00926775,19.57244,-7.6273947,5.763450108499999,11.141444,-7.9679036,1.4287744133,454.2027092005218,2.717407047908068,121.25148356932921
6,2.0,33,12.299174,-9.384419,-0.542770795,19.57244,-7.7363577,8.825985265,8.281172,-8.580819,1.195185569,499.451372313668,6.17408752128084,201.86400436397017
7,2.0,33,5.5571017,-9.425281,-0.23971817099999998,19.57244,-7.7772183,8.879104605,9.888372,-11.032481,0.07899798620000001,472.3420682911619,11.607788477921213,216.97245797731057
8,2.0,33,5.7477865,-6.5513873,0.1893228045,19.57244,-6.701211,8.862760273499998,9.112013,-7.5456724,1.9170639624999999,456.62942844792104,5.08326555595173,185.3261622134675
9,2.0,33,7.9270425,-9.00305,0.1974950520000001,19.57244,-6.742072,8.80283073,11.686258,-9.112013,1.6718976910000003,442.55504395931376,0.8106955766680505,204.7180559318436
10,2.0,33,4.372132,-10.079058,-0.7395849115,19.57244,-7.8861814,9.171942255,15.4046135,-8.19945,0.9786219574999999,487.75495422018406,4.841726537669407,195.85622883118202
11,2.0,33,7.8589406,-9.193735,-0.30373376999999985,19.57244,-10.61025,8.550173375,8.349273,-11.536434,-0.18319362649999993,528.303078389653,23.944090380808717,211.468912696586
12,2.0,33,2.982856,-13.565866,-3.1592396805,19.57244,-6.3607025,8.126580505,15.745122,-6.0474343,2.9399521082999995,514.703438635779,5.03818567491777,202.87495893045508
13,2.0,33,7.8861814,-8.580819,-0.5965711925000001,19.422615,-6.8237944,6.0031682365000005,15.826844,-10.460427,1.454653154,475.99145914393,6.296526358224499,146.17865085225387
14,2.0,33,2.5606253,-13.593107,-3.174903041,19.463476,-5.243834,8.073461193499998,15.4046135,-4.5628166,3.305658407,556.9587852973515,5.889694375605782,195.0931324990567
15,2.0,33,11.073342,-12.53072,-0.4767122040000002,19.531578,-8.921328,6.804044682500001,9.915613,-5.09401,1.7692831570000003,457.8521092421207,7.7598594174041615,171.61929608163783
16,2.0,33,10.419566,-9.724928,0.7368608495000001,19.57244,-9.043911,6.545939106499999,6.6331096,-10.923519,-0.14846182049999984,483.4665965133466,7.2376378282355995,168.34953574610446
17,2.0,33,9.152874,-10.991621,-1.7229739640000001,19.57244,-7.246025,7.980161831500001,14.206022,-5.7886477,3.558315803,525.0326599230641,5.633685231507708,193.97921448668723
18,2.0,33,11.114203,-6.2108784,2.4353180995,19.531578,-7.7772183,7.777899659999998,7.6954966,-14.437569,-0.5087199724999999,482.056470562966,24.877779902000196,193.1050259426341
19,2.0,33,8.430995,-10.378705,0.024516633499999996,19.57244,-9.084772,7.1459154485,8.771504,-12.830367,1.1127824385,496.80857404453127,18.813146712727182,176.9304872556139
20,2.0,33,7.205164,-11.073342,-1.4996002964999997,19.57244,-6.742072,7.722056274999998,15.595298,-4.5219555,3.2001006491999995,548.9750749402131,7.408310613087091,191.42694397886686
21,2.0,33,5.9793324,-11.032481,-1.580641326,19.57244,-6.891896,8.829390359,8.812365,-8.158588,2.4714121115000003,582.453821462186,5.739242648309907,192.23591855432235
22,2.0,33,10.800936,-10.337844,-0.21315844550000013,19.57244,-8.076866,8.593758496,16.167353,-8.076866,2.8752554322,539.9702355242846,0.6732298029681958,220.82313900949492
23,2.0,33,7.6954966,-14.246883,-1.7829034719999997,19.57244,-8.308413,6.302815793,12.53072,-13.211738,1.3681638800000002,621.3195324640731,8.92006356195106,192.9128123704159
24,2.0,33,10.269742,-11.182305,0.2335890515,19.57244,-6.0882955,8.579457042000001,15.6634,-8.049625,2.660734928,600.8337417151149,8.774249566145661,197.56565102015801
25,2.0,33,11.75436,-14.015338,0.14369452000000005,19.57244,-8.812365,7.241938907,7.9270425,-12.598822,0.3296123950000001,609.044103569205,9.013005905925727,196.83638899402519
26,2.0,33,7.8589406,-11.3321295,0.4603677395,19.57244,-6.782933,7.54499159,10.841797,-10.337844,0.298966662,558.6141475631433,9.37475890776101,183.8599202780476
27,2.0,33,10.079058,-11.876944,-2.4775412265,19.422615,-5.325556,9.423918525000001,12.026767,-3.445948,3.2641163614999997,501.0248983838361,2.7634146016369474,219.0823199774988
28,2.0,33,2.7921712,-13.0619135,-3.4452669775,19.531578,-6.428804,8.161312305000001,15.023244,-5.434519,3.791223815,650.9070067674941,8.286905422802436,200.4415977958728
29,6.0,33,4.7943625,-3.9499009,0.6306220993,16.657684,4.6036777,9.842063175,5.8976107,-2.6423476,0.4147395745,279.44210062280973,28.7576207495633,115.07533801512461
30,6.0,33,5.284695,-4.440233,0.6776123565,18.46919,0.19068487,10.613656005500001,13.715691,-3.9771416,0.7198354212000001,522.513586251233,5.87745043688521,171.86492312720816
31,6.0,33,4.903325,-5.012288,0.4596867700000001,19.041246,1.0351465,9.12290903,14.7916975,-4.7943625,0.8485476569999999,604.6112225465931,8.774250049668012,133.03676017290195
32,6.0,33,5.366417,-5.938472,0.5877180105,17.270601,0.9942854,9.346282745,7.164303,-4.4810944,-0.22745981800000004,333.65505477076067,6.258867287022211,125.14702184601165
33,6.0,33,3.636633,-6.510526,-0.2628727114999999,18.8097,0.14982383,10.3262664925,15.6634,-2.6014864,1.3259408315,564.9757932553352,6.412843552151411,171.625556637603
34,6.0,33,4.6036777,-7.1234417,-0.3493618889999998,19.272793,1.334794,9.13721035,15.745122,-5.5571017,0.32688837900000006,619.7250823974896,5.48249126432825,144.8248576198892
35,6.0,33,5.706926,-7.8861814,-0.21792556499999988,17.692831,0.8036005,10.109703005,12.489859,-5.175732,0.5025908701999999,387.96253936622804,2.075900141022759,147.8124875679892
36,6.0,33,5.053149,-7.014479,-1.0079057196999999,18.04696,1.9477097,9.94625904,14.628253,-5.175732,0.5843128865,517.9334153870418,10.331452894461679,151.58749606177852
37,6.0,33,4.671779,-5.7886477,-0.5359606740000001,18.659876,1.1441092,8.294791865,15.363752,-5.012288,0.12462620300000005,584.3517940276557,7.406084709240661,125.49060039724694
38,6.0,33,4.944186,-5.706926,-0.7246025305,17.270601,1.3756552,8.97444713,12.299174,-3.405087,0.31871612650000003,367.546398207665,7.3424535374373905,116.69371719673612
39,6.0,33,4.1814466,-5.8976107,-1.0235691533,16.3989,1.2258313,8.737453165,6.1700177,-4.2086873,-0.3745595675,301.6099819394464,5.297163742538029,113.87822257767372
40,6.0,33,3.3778462,-5.9793324,-0.3847748069999999,15.132206,0.84446156,8.627128177999998,9.00305,-3.3642259,0.1382465499999999,252.38161077301876,1.2303280199239992,104.44339976430652
41,6.0,33,3.759216,-7.7363577,-1.2305984019999998,18.237646,2.3699405,11.052231185,15.241169,-3.8273177,1.4818938779999997,564.9791696651816,10.104755302815121,178.59116403415078
42,6.0,33,3.5276701,-8.471856,-0.9806650095000002,17.052675,1.879608,10.184614974999999,13.824653,-3.636633,0.5414088105,485.7083283015081,12.35002984684234,142.37417791425327
43,6.0,33,4.2495484,-5.434519,-0.31326797449999993,16.970953,1.7570249,10.470642389999998,11.727119,-5.8976107,0.43108401649999994,421.17029674143,8.96161857150765,158.68329942119988
44,6.0,33,4.440233,-7.8180795,-1.5302461347,19.19107,1.4573772,9.58940571,15.132206,-3.6774938,0.8097296614999999,603.6988637028531,7.157310935734118,143.05418705560896
45,6.0,33,5.597963,-8.62168,-1.1168684919999998,16.08563,1.1168685,9.141977285,13.102775,-6.428804,0.6946377253,448.1432539867062,3.145016655981359,138.60360763645235
46,6.0,33,5.7477865,-7.504812,-1.1155065059999998,17.2025,1.879608,9.88905345,11.495573,-4.3312707,0.2901133805,416.8342811813684,10.93956722183432,140.8949755711697
47,6.0,33,4.2495484,-7.7772183,-1.4818938268000001,18.496431,2.1111538,9.98507673,13.633968,-4.099725,0.44538533649999995,532.2891562686341,9.03489637336007,144.26958835125822
48,6.0,33,4.0588636,-7.6273947,-0.9418470935000002,15.935807,1.920469,9.94353481,12.367276,-4.630918,0.6047434335,373.25726143029,12.26358003210105,143.7247012569109
49,6.0,33,4.6036777,-8.158588,-1.0644301550000002,16.43976,1.3075534,8.85458802,10.991621,-4.630918,-0.29760457279999997,381.907396112091,8.2772582065335,119.94837201849695
